"jahr","gemnr","pop","bi_zu","bi_weg","au_zu","au_weg","bi_saldo","au_saldo","bld"
2021,62132,1836,38,51,1,2,-13,-1,"6"
2022,62132,1821,28,56,11,3,-28,8,"6"
2023,62132,1807,44,59,2,9,-15,-7,"6"
2002,62135,1609,65,95,104,30,-30,74,"6"
2003,62135,1652,31,104,81,31,-73,50,"6"
2004,62135,1633,86,85,27,16,1,11,"6"
2005,62135,1651,79,114,41,12,-35,29,"6"
2006,62135,1630,109,123,26,9,-14,17,"6"
2007,62135,1633,60,88,23,20,-28,3,"6"
2008,62135,1606,72,87,32,23,-15,9,"6"
2009,62135,1597,75,114,40,11,-39,29,"6"
2010,62135,1569,47,57,19,3,-10,16,"6"
2011,62135,1584,39,46,4,6,-7,-2,"6"
2012,62135,1564,45,49,9,2,-4,7,"6"
2013,62135,1562,44,46,8,11,-2,-3,"6"
2014,62135,1549,48,42,6,2,6,4,"6"
2015,62135,1549,34,51,6,2,-17,4,"6"
2016,62135,1524,52,32,7,2,20,5,"6"
2017,62135,1539,54,35,14,4,19,10,"6"
2018,62135,1561,63,29,20,12,34,8,"6"
2019,62135,1597,52,62,23,5,-10,18,"6"
2020,62135,1604,60,54,5,8,6,-3,"6"
2021,62135,1592,46,54,12,9,-8,3,"6"
2022,62135,1571,48,67,12,3,-19,9,"6"
2023,62135,1556,46,49,9,9,-3,0,"6"
2002,62138,2728,69,195,47,24,-126,23,"6"
2003,62138,2615,164,162,145,25,2,120,"6"
2004,62138,2729,143,210,67,50,-67,17,"6"
2005,62138,2678,124,218,109,36,-94,73,"6"
2006,62138,2649,100,225,49,22,-125,27,"6"
2007,62138,2534,100,100,12,15,0,-3,"6"
2008,62138,2523,108,84,25,9,24,16,"6"
2009,62138,2550,113,133,33,29,-20,4,"6"
2010,62138,2528,91,92,17,23,-1,-6,"6"
2011,62138,2510,95,113,12,13,-18,-1,"6"
2012,62138,2484,84,102,17,18,-18,-1,"6"
2013,62138,2455,88,94,12,10,-6,2,"6"
2014,62138,2445,91,118,27,21,-27,6,"6"
2015,62138,2428,100,130,46,9,-30,37,"6"
2016,62138,2421,131,121,15,8,10,7,"6"
2017,62138,2427,108,119,11,12,-11,-1,"6"
2018,62138,2417,114,101,5,6,13,-1,"6"
2019,62138,2436,112,94,12,15,18,-3,"6"
2020,62138,2440,120,117,15,5,3,10,"6"
2021,62138,2454,88,89,3,8,-1,-5,"6"
2022,62138,2442,94,124,39,11,-30,28,"6"
2023,62138,2431,104,96,42,23,8,19,"6"
2002,62139,16350,752,709,203,188,43,15,"6"
2003,62139,16339,670,681,171,107,-11,64,"6"
2004,62139,16314,684,725,163,107,-41,56,"6"
2005,62139,16247,775,754,206,122,21,84,"6"
2006,62139,16265,740,767,166,116,-27,50,"6"
2007,62139,16244,746,770,138,133,-24,5,"6"
2008,62139,16163,673,840,170,144,-167,26,"6"
2009,62139,15961,754,803,125,121,-49,4,"6"
2010,62139,15872,674,739,131,120,-65,11,"6"
2011,62139,15772,772,800,148,161,-28,-13,"6"
2012,62139,15631,816,712,158,102,104,56,"6"
2013,62139,15646,906,795,228,112,111,116,"6"
2014,62139,15730,867,748,218,132,119,86,"6"
2015,62139,15804,928,803,215,125,125,90,"6"
2016,62139,15891,769,739,192,136,30,56,"6"
2017,62139,15850,839,762,150,85,77,65,"6"
2018,62139,15885,884,847,169,132,37,37,"6"
2019,62139,15837,841,846,226,135,-5,91,"6"
2020,62139,15787,901,880,168,147,21,21,"6"
2021,62139,15650,902,740,200,147,162,53,"6"
2022,62139,15720,1092,879,383,191,213,192,"6"
2023,62139,15970,901,975,189,210,-74,-21,"6"
2002,62140,23866,863,913,225,181,-50,44,"6"
2003,62140,23773,800,919,188,140,-119,48,"6"
2004,62140,23630,986,910,188,132,76,56,"6"
2005,62140,23725,1076,1074,190,117,2,73,"6"
2006,62140,23773,989,1055,164,122,-66,42,"6"
2007,62140,23694,916,963,198,174,-47,24,"6"
2008,62140,23598,979,964,228,179,15,49,"6"
2009,62140,23599,951,1011,203,191,-60,12,"6"
2010,62140,23502,871,909,280,179,-38,101,"6"
2011,62140,23491,875,996,288,225,-121,63,"6"
2012,62140,23380,917,1027,323,230,-110,93,"6"
2013,62140,23314,942,1165,370,200,-223,170,"6"
2014,62140,23235,852,1022,375,178,-170,197,"6"
2015,62140,23188,904,1096,348,239,-192,109,"6"
2016,62140,23067,915,1061,364,202,-146,162,"6"
2017,62140,23004,888,1141,309,219,-253,90,"6"
2018,62140,22798,905,1059,374,205,-154,169,"6"
2019,62140,22753,870,1139,450,249,-269,201,"6"
2020,62140,22609,882,1131,347,206,-249,141,"6"
2021,62140,22380,777,1078,330,212,-301,118,"6"
2022,62140,22138,901,1053,588,286,-152,302,"6"
2023,62140,22182,895,1031,381,282,-136,99,"6"
2002,62141,8835,362,290,29,36,72,-7,"6"
2003,62141,8785,361,263,29,24,98,5,"6"
2004,62141,8769,293,308,18,20,-15,-2,"6"
2005,62141,8648,333,249,40,114,84,-74,"6"
2006,62141,8672,346,250,25,61,96,-36,"6"
2007,62141,8682,329,289,21,29,40,-8,"6"
2008,62141,8632,344,315,21,19,29,2,"6"
2009,62141,8568,360,321,29,24,39,5,"6"
2010,62141,8525,303,332,36,24,-29,12,"6"
2011,62141,8419,299,304,30,18,-5,12,"6"
2012,62141,8345,234,238,27,21,-4,6,"6"
2013,62141,8281,302,299,37,19,3,18,"6"
2014,62141,8243,368,305,39,26,63,13,"6"
2015,62141,8249,311,344,35,21,-33,14,"6"
2016,62141,8125,415,328,37,24,87,13,"6"
2017,62141,8130,404,439,40,22,-35,18,"6"
2018,62141,8047,390,298,46,18,92,28,"6"
2019,62141,8148,353,335,40,28,18,12,"6"
2020,62141,8150,360,315,32,28,45,4,"6"
2021,62141,8118,355,298,65,30,57,35,"6"
2022,62141,8197,339,350,82,55,-11,27,"6"
2023,62141,8183,744,953,526,66,-209,460,"6"
2002,62142,4726,130,151,24,54,-21,-30,"6"
2003,62142,4651,89,99,25,35,-10,-10,"6"
2004,62142,4611,107,138,42,26,-31,16,"6"
2005,62142,4575,64,120,31,32,-56,-1,"6"
2006,62142,4482,80,152,46,21,-72,25,"6"
2007,62142,4409,102,125,61,31,-23,30,"6"
2008,62142,4376,103,133,56,35,-30,21,"6"
2009,62142,4339,70,131,57,37,-61,20,"6"
2010,62142,4244,69,120,61,66,-51,-5,"6"
2011,62142,4149,114,140,85,50,-26,35,"6"
2012,62142,4119,98,136,95,74,-38,21,"6"
2013,62142,4069,101,159,76,53,-58,23,"6"
2014,62142,3997,132,184,89,48,-52,41,"6"
2015,62142,3963,113,153,72,36,-40,36,"6"
2016,62142,3910,121,158,67,42,-37,25,"6"
2017,62142,3886,91,139,42,33,-48,9,"6"
2018,62142,3813,70,133,42,46,-63,-4,"6"
2019,62142,3722,81,121,48,30,-40,18,"6"
2020,62142,3669,81,126,65,27,-45,38,"6"
2021,62142,3626,125,118,63,45,7,18,"6"
2022,62142,3618,151,201,231,46,-50,185,"6"
2023,62142,3718,131,220,98,69,-89,29,"6"
2002,62143,9906,362,474,118,37,-112,81,"6"
2003,62143,9837,264,409,93,56,-145,37,"6"
2004,62143,9716,270,373,68,44,-103,24,"6"
2005,62143,9614,330,334,71,45,-4,26,"6"
2006,62143,9602,328,347,51,39,-19,12,"6"
2007,62143,9566,306,420,65,36,-114,29,"6"
2008,62143,9451,317,398,87,64,-81,23,"6"
2009,62143,9332,323,423,79,63,-100,16,"6"
2010,62143,9180,342,422,80,56,-80,24,"6"
2011,62143,9089,372,437,85,65,-65,20,"6"
2012,62143,9004,342,412,95,93,-70,2,"6"
2013,62143,8884,367,384,84,89,-17,-5,"6"
2014,62143,8814,418,414,100,58,4,42,"6"
2015,62143,8813,300,419,122,58,-119,64,"6"
2016,62143,8681,398,426,79,74,-28,5,"6"
2017,62143,8592,506,414,88,72,92,16,"6"
2018,62143,8654,331,367,66,90,-36,-24,"6"
2019,62143,8525,288,386,77,42,-98,35,"6"
2020,62143,8347,282,342,73,51,-60,22,"6"
2021,62143,8227,409,411,100,56,-2,44,"6"
2022,62143,8156,346,384,86,65,-38,21,"6"
2023,62143,8047,312,396,83,78,-84,5,"6"
2002,62144,3143,113,219,147,34,-106,113,"6"
2003,62144,3144,126,190,155,67,-64,88,"6"
2004,62144,3157,93,227,110,53,-134,57,"6"
2005,62144,3080,101,212,126,42,-111,84,"6"
2006,62144,3060,116,197,44,38,-81,6,"6"
2007,62144,2974,85,138,46,45,-53,1,"6"
2008,62144,2911,148,174,59,20,-26,39,"6"
2009,62144,2928,164,284,145,31,-120,114,"6"
2010,62144,2914,152,258,99,48,-106,51,"6"
2011,62144,2854,184,303,190,43,-119,147,"6"
2012,62144,2867,219,317,172,79,-98,93,"6"
2013,62144,2854,205,351,154,63,-146,91,"6"
2014,62144,2805,247,303,97,56,-56,41,"6"
2015,62144,2795,178,339,158,50,-161,108,"6"
2016,62144,2728,185,299,72,50,-114,22,"6"
2017,62144,2618,78,188,27,36,-110,-9,"6"
2018,62144,2494,123,151,23,38,-28,-15,"6"
2019,62144,2448,55,106,24,16,-51,8,"6"
2020,62144,2380,105,128,23,14,-23,9,"6"
2021,62144,2346,134,119,37,20,15,17,"6"
2022,62144,2356,112,182,75,20,-70,55,"6"
2023,62144,2334,111,153,29,10,-42,19,"6"
2002,62145,7830,122,212,26,15,-90,11,"6"
2003,62145,7730,178,245,27,26,-67,1,"6"
2004,62145,7652,174,268,20,10,-94,10,"6"
2005,62145,7555,179,209,24,7,-30,17,"6"
2006,62145,7485,154,227,19,27,-73,-8,"6"
2007,62145,7345,157,229,21,25,-72,-4,"6"
2008,62145,7231,173,244,38,25,-71,13,"6"
2009,62145,7124,225,215,49,23,10,26,"6"
2010,62145,7122,212,220,49,28,-8,21,"6"
2011,62145,7052,232,257,57,23,-25,34,"6"
2012,62145,6997,186,257,51,40,-71,11,"6"
2013,62145,6902,216,257,55,40,-41,15,"6"
2014,62145,6834,236,236,61,37,0,24,"6"
2015,62145,6795,222,276,81,30,-54,51,"6"
2016,62145,6727,192,258,58,27,-66,31,"6"
2017,62145,6637,238,252,36,21,-14,15,"6"
2018,62145,6583,233,226,52,23,7,29,"6"
2019,62145,6586,210,207,56,30,3,26,"6"
2020,62145,6589,285,243,54,38,42,16,"6"
2021,62145,6572,226,267,48,35,-41,13,"6"
2022,62145,6517,238,254,95,36,-16,59,"6"
2023,62145,6518,211,257,67,52,-46,15,"6"
2002,62146,2526,164,158,16,7,6,9,"6"
2003,62146,2515,164,138,7,10,26,-3,"6"
2004,62146,2526,176,176,21,9,0,12,"6"
2005,62146,2520,168,127,13,13,41,0,"6"
2006,62146,2556,168,161,19,8,7,11,"6"
2007,62146,2569,244,116,29,6,128,23,"6"
2008,62146,2708,167,169,34,25,-2,9,"6"
2009,62146,2685,194,168,28,20,26,8,"6"
2010,62146,2698,185,166,20,11,19,9,"6"
2011,62146,2701,197,218,22,7,-21,15,"6"
2012,62146,2681,155,161,36,18,-6,18,"6"
2013,62146,2664,207,170,32,14,37,18,"6"
2014,62146,2704,151,189,45,12,-38,33,"6"
2015,62146,2672,201,204,53,27,-3,26,"6"
2016,62146,2676,217,175,20,10,42,10,"6"
2017,62146,2707,179,169,28,19,10,9,"6"
2018,62146,2713,192,187,28,19,5,9,"6"
2019,62146,2692,235,151,27,15,84,12,"6"
2020,62146,2766,250,197,28,12,53,16,"6"
2021,62146,2804,252,187,42,27,65,15,"6"
2022,62146,2871,186,216,29,29,-30,0,"6"
2023,62146,2816,215,154,31,24,61,7,"6"
2002,62147,2753,72,109,37,13,-37,24,"6"
2003,62147,2725,65,90,10,17,-25,-7,"6"
2004,62147,2701,85,94,42,41,-9,1,"6"
2005,62147,2683,64,110,41,24,-46,17,"6"
2006,62147,2628,67,92,40,32,-25,8,"6"
2007,62147,2596,66,113,24,33,-47,-9,"6"
2008,62147,2541,85,115,21,24,-30,-3,"6"
2009,62147,2496,83,82,20,29,1,-9,"6"
2010,62147,2475,94,94,15,15,0,0,"6"
2011,62147,2439,98,87,8,3,11,5,"6"
2012,62147,2435,98,101,19,22,-3,-3,"6"
2013,62147,2405,94,98,14,20,-4,-6,"6"
2014,62147,2362,81,81,12,4,0,8,"6"
2015,62147,2342,85,78,19,16,7,3,"6"
2016,62147,2342,64,81,15,11,-17,4,"6"
2017,62147,2311,101,106,11,10,-5,1,"6"
2018,62147,2295,71,76,6,1,-5,5,"6"
2019,62147,2267,111,104,13,6,7,7,"6"
2020,62147,2253,78,77,15,12,1,3,"6"
2021,62147,2233,95,92,8,12,3,-4,"6"
2022,62147,2207,79,74,16,11,5,5,"6"
2023,62147,2200,86,91,17,13,-5,4,"6"
2002,62148,2310,56,77,6,15,-21,-9,"6"
2003,62148,2265,69,59,11,4,10,7,"6"
2004,62148,2266,48,89,11,12,-41,-1,"6"
2005,62148,2209,69,82,23,21,-13,2,"6"
2006,62148,2191,51,76,11,9,-25,2,"6"
2007,62148,2154,68,85,12,17,-17,-5,"6"
2008,62148,2131,51,71,9,21,-20,-12,"6"
2009,62148,2087,44,99,33,15,-55,18,"6"
2010,62148,2040,58,89,36,26,-31,10,"6"
2011,62148,2010,59,67,19,29,-8,-10,"6"
2012,62148,1986,66,72,15,20,-6,-5,"6"
2013,62148,1968,76,84,17,21,-8,-4,"6"
2014,62148,1952,58,90,14,9,-32,5,"6"
2015,62148,1921,63,100,23,13,-37,10,"6"
2016,62148,1893,66,75,13,10,-9,3,"6"
2017,62148,1887,61,52,18,10,9,8,"6"
2018,62148,1894,64,91,10,13,-27,-3,"6"
2019,62148,1864,63,80,6,10,-17,-4,"6"
2020,62148,1842,46,45,12,3,1,9,"6"
2021,62148,1844,50,74,8,12,-24,-4,"6"
2022,62148,1818,48,64,11,10,-16,1,"6"
2023,62148,1785,47,57,4,6,-10,-2,"6"
2002,62202,1515,64,49,10,6,15,4,"6"
2003,62202,1534,55,49,4,3,6,1,"6"
2004,62202,1549,60,48,24,8,12,16,"6"
2005,62202,1576,54,44,22,7,10,15,"6"
2006,62202,1590,75,66,16,2,9,14,"6"
2007,62202,1609,75,96,12,5,-21,7,"6"
2008,62202,1606,53,59,8,2,-6,6,"6"
2009,62202,1615,72,60,7,6,12,1,"6"
2010,62202,1620,58,69,5,3,-11,2,"6"
2011,62202,1606,100,101,12,5,-1,7,"6"
2012,62202,1618,54,71,11,11,-17,0,"6"
2013,62202,1590,72,67,11,4,5,7,"6"
2014,62202,1595,80,76,11,18,4,-7,"6"
2015,62202,1592,82,81,52,12,1,40,"6"
2016,62202,1628,97,102,15,17,-5,-2,"6"
2017,62202,1624,92,64,13,19,28,-6,"6"
2018,62202,1641,61,72,12,8,-11,4,"6"
2019,62202,1631,72,70,11,10,2,1,"6"
2020,62202,1615,83,51,9,8,32,1,"6"
2021,62202,1633,62,95,6,5,-33,1,"6"
2022,62202,1584,129,72,13,7,57,6,"6"
2023,62202,1637,83,47,18,10,36,8,"6"
2002,62205,2158,49,50,2,2,-1,0,"6"
2003,62205,2161,52,45,4,3,7,1,"6"
2004,62205,2158,60,52,2,2,8,0,"6"
2005,62205,2169,60,82,3,0,-22,3,"6"
2006,62205,2154,31,66,2,0,-35,2,"6"
2007,62205,2125,53,64,6,1,-11,5,"6"
2008,62205,2121,67,82,4,1,-15,3,"6"
2009,62205,2113,81,54,1,4,27,-3,"6"
2010,62205,2143,65,62,6,5,3,1,"6"
2011,62205,2147,73,56,3,3,17,0,"6"
2012,62205,2164,59,77,8,1,-18,7,"6"
2013,62205,2148,73,76,2,2,-3,0,"6"
2014,62205,2156,68,65,3,2,3,1,"6"
2015,62205,2166,66,70,4,6,-4,-2,"6"
2016,62205,2174,92,89,8,10,3,-2,"6"
2017,62205,2175,66,68,0,5,-2,-5,"6"
2018,62205,2171,63,67,3,3,-4,0,"6"
2019,62205,2172,58,84,6,2,-26,4,"6"
2020,62205,2145,78,72,6,3,6,3,"6"
2021,62205,2157,85,69,1,4,16,-3,"6"
2022,62205,2184,65,74,5,5,-9,0,"6"
2023,62205,2183,59,68,4,1,-9,3,"6"
2002,62206,1031,35,44,2,2,-9,0,"6"
2003,62206,1011,46,45,4,1,1,3,"6"
2004,62206,1007,46,44,2,2,2,0,"6"
2005,62206,1012,39,43,6,6,-4,0,"6"
2006,62206,1008,45,44,4,4,1,0,"6"
2007,62206,1003,40,48,5,8,-8,-3,"6"
2008,62206,990,33,37,7,3,-4,4,"6"
2009,62206,980,64,42,6,5,22,1,"6"
2010,62206,999,46,52,4,2,-6,2,"6"
2011,62206,997,60,66,5,6,-6,-1,"6"
2012,62206,991,74,41,15,3,33,12,"6"
2013,62206,1030,84,49,12,8,35,4,"6"
2014,62206,1066,65,63,5,5,2,0,"6"
2015,62206,1064,67,60,5,4,7,1,"6"
2016,62206,1072,72,74,6,11,-2,-5,"6"
2017,62206,1051,49,49,8,18,0,-10,"6"
2018,62206,1040,72,63,13,6,9,7,"6"
2019,62206,1058,83,101,8,6,-18,2,"6"
2020,62206,1041,64,54,7,2,10,5,"6"
2021,62206,1050,76,76,10,3,0,7,"6"
2022,62206,1063,66,53,19,12,13,7,"6"
2023,62206,1083,84,86,18,5,-2,13,"6"
2002,62209,1163,41,38,7,3,3,4,"6"
2003,62209,1171,32,37,3,1,-5,2,"6"
2004,62209,1165,40,26,1,1,14,0,"6"
2005,62209,1180,37,27,1,2,10,-1,"6"
2006,62209,1192,41,29,10,2,12,8,"6"
2007,62209,1212,36,36,6,4,0,2,"6"
2008,62209,1213,31,33,3,4,-2,-1,"6"
2009,62209,1217,35,39,5,3,-4,2,"6"
2010,62209,1214,45,29,8,4,16,4,"6"
2011,62209,1235,37,53,3,5,-16,-2,"6"
2012,62209,1227,39,39,7,4,0,3,"6"
2013,62209,1234,46,49,9,7,-3,2,"6"
2014,62209,1229,55,49,11,11,6,0,"6"
2015,62209,1244,58,46,4,6,12,-2,"6"
2016,62209,1247,60,57,7,7,3,0,"6"
2017,62209,1257,67,55,8,3,12,5,"6"
2018,62209,1275,56,53,2,5,3,-3,"6"
2019,62209,1280,64,43,4,5,21,-1,"6"
2020,62209,1306,40,62,4,3,-22,1,"6"
2021,62209,1285,43,48,3,3,-5,0,"6"
2022,62209,1282,48,50,4,4,-2,0,"6"
2023,62209,1282,65,53,2,1,12,1,"6"
2002,62211,2637,61,82,4,2,-21,2,"6"
2003,62211,2624,71,86,1,3,-15,-2,"6"
2004,62211,2603,73,61,7,8,12,-1,"6"
2005,62211,2605,72,64,5,3,8,2,"6"
2006,62211,2613,68,72,5,4,-4,1,"6"
2007,62211,2605,95,63,6,7,32,-1,"6"
2008,62211,2630,75,104,7,4,-29,3,"6"
2009,62211,2600,71,70,5,4,1,1,"6"
2010,62211,2583,77,69,4,2,8,2,"6"
2011,62211,2584,76,85,5,2,-9,3,"6"
2012,62211,2572,93,76,6,3,17,3,"6"
2013,62211,2562,119,102,6,6,17,0,"6"
2014,62211,2582,89,114,12,3,-25,9,"6"
2015,62211,2568,84,68,39,19,16,20,"6"
2016,62211,2598,103,98,16,22,5,-6,"6"
2017,62211,2576,115,79,6,19,36,-13,"6"
2018,62211,2601,139,102,11,6,37,5,"6"
2019,62211,2613,138,89,7,8,49,-1,"6"
2020,62211,2641,102,110,22,9,-8,13,"6"
2021,62211,2623,113,73,7,14,40,-7,"6"
2022,62211,2652,83,99,31,9,-16,22,"6"
2023,62211,2643,112,82,11,9,30,2,"6"
2002,62214,1801,67,56,26,14,11,12,"6"
2003,62214,1836,56,68,29,18,-12,11,"6"
2004,62214,1837,82,119,43,11,-37,32,"6"
2005,62214,1842,93,104,25,21,-11,4,"6"
2006,62214,1841,68,64,16,19,4,-3,"6"
2007,62214,1846,67,117,17,18,-50,-1,"6"
2008,62214,1806,63,89,19,17,-26,2,"6"
2009,62214,1779,70,78,18,16,-8,2,"6"
2010,62214,1770,72,73,11,17,-1,-6,"6"
2011,62214,1770,70,55,6,24,15,-18,"6"
2012,62214,1774,59,92,6,4,-33,2,"6"
2013,62214,1756,83,82,23,6,1,17,"6"
2014,62214,1783,70,76,26,6,-6,20,"6"
2015,62214,1802,80,118,92,16,-38,76,"6"
2016,62214,1829,66,104,7,9,-38,-2,"6"
2017,62214,1800,74,80,2,8,-6,-6,"6"
2018,62214,1795,87,79,5,5,8,0,"6"
2019,62214,1804,70,74,8,10,-4,-2,"6"
2020,62214,1820,79,75,5,9,4,-4,"6"
2021,62214,1820,146,105,25,7,41,18,"6"
2022,62214,1893,126,130,2,20,-4,-18,"6"
2023,62214,1871,101,100,5,6,1,-1,"6"
2002,62216,1358,40,54,6,2,-14,4,"6"
2003,62216,1352,35,36,4,1,-1,3,"6"
2004,62216,1356,38,40,7,3,-2,4,"6"
2005,62216,1365,43,35,3,3,8,0,"6"
2006,62216,1382,22,47,1,1,-25,0,"6"
2007,62216,1358,43,43,1,4,0,-3,"6"
2008,62216,1359,40,66,8,2,-26,6,"6"
2009,62216,1336,47,50,8,6,-3,2,"6"
2010,62216,1333,52,53,0,2,-1,-2,"6"
2011,62216,1331,53,64,2,1,-11,1,"6"
2012,62216,1324,40,55,9,8,-15,1,"6"
2013,62216,1317,33,58,0,10,-25,-10,"6"
2014,62216,1285,56,49,3,1,7,2,"6"
2015,62216,1297,44,69,12,13,-25,-1,"6"
2016,62216,1260,46,46,3,4,0,-1,"6"
2017,62216,1256,53,59,4,6,-6,-2,"6"
2018,62216,1248,52,47,2,2,5,0,"6"
2019,62216,1266,49,52,6,4,-3,2,"6"
2020,62216,1269,63,45,5,8,18,-3,"6"
2021,62216,1286,39,61,17,4,-22,13,"6"
2022,62216,1282,60,52,31,14,8,17,"6"
2023,62216,1306,34,44,5,3,-10,2,"6"
2002,62219,6530,326,287,48,21,39,27,"6"
2003,62219,6578,289,285,31,23,4,8,"6"
2004,62219,6568,314,308,41,19,6,22,"6"
2005,62219,6578,274,254,45,11,20,34,"6"
2006,62219,6633,269,272,28,18,-3,10,"6"
2007,62219,6634,353,328,22,15,25,7,"6"
2008,62219,6634,311,309,33,24,2,9,"6"
2009,62219,6637,343,329,20,31,14,-11,"6"
2010,62219,6598,329,311,39,24,18,15,"6"
2011,62219,6598,321,357,59,35,-36,24,"6"
2012,62219,6538,310,392,43,40,-82,3,"6"
2013,62219,6445,354,333,39,36,21,3,"6"
2014,62219,6449,399,321,57,30,78,27,"6"
2015,62219,6527,384,351,55,37,33,18,"6"
2016,62219,6534,372,340,53,36,32,17,"6"
2017,62219,6561,424,342,59,20,82,39,"6"
2018,62219,6650,406,355,40,29,51,11,"6"
2019,62219,6687,481,373,52,32,108,20,"6"
2020,62219,6795,392,360,44,39,32,5,"6"
2021,62219,6794,413,394,45,47,19,-2,"6"
2022,62219,6774,346,350,55,37,-4,18,"6"
2023,62219,6764,395,436,67,39,-41,28,"6"
2002,62220,2105,61,99,25,13,-38,12,"6"
2003,62220,2092,62,77,88,24,-15,64,"6"
2004,62220,2164,89,124,29,13,-35,16,"6"
2005,62220,2169,102,117,19,9,-15,10,"6"
2006,62220,2169,73,79,2,10,-6,-8,"6"
2007,62220,2151,86,102,5,3,-16,2,"6"
2008,62220,2146,124,111,13,14,13,-1,"6"
2009,62220,2171,78,107,12,27,-29,-15,"6"
2010,62220,2140,51,78,6,17,-27,-11,"6"
2011,62220,2118,67,77,29,10,-10,19,"6"
2012,62220,2145,124,97,29,41,27,-12,"6"
2013,62220,2175,99,73,27,21,26,6,"6"
2014,62220,2226,99,149,45,13,-50,32,"6"
2015,62220,2215,81,95,54,19,-14,35,"6"
2016,62220,2243,111,109,24,37,2,-13,"6"
2017,62220,2243,72,76,5,10,-4,-5,"6"
2018,62220,2248,71,94,6,19,-23,-13,"6"
2019,62220,2226,66,99,4,11,-33,-7,"6"
2020,62220,2179,80,84,6,2,-4,4,"6"
2021,62220,2185,92,103,33,6,-11,27,"6"
2022,62220,2199,124,102,28,14,22,14,"6"
2023,62220,2237,99,93,14,25,6,-11,"6"
2002,62226,1423,55,82,17,6,-27,11,"6"
2003,62226,1413,84,84,19,10,0,9,"6"
2004,62226,1415,70,77,24,5,-7,19,"6"
2005,62226,1427,53,97,26,1,-44,25,"6"
2006,62226,1413,61,75,16,6,-14,10,"6"
2007,62226,1413,53,57,8,11,-4,-3,"6"
2008,62226,1403,78,60,8,14,18,-6,"6"
2009,62226,1427,59,70,9,8,-11,1,"6"
2010,62226,1413,50,78,23,9,-28,14,"6"
2011,62226,1403,64,83,20,20,-19,0,"6"
2012,62226,1387,71,93,66,22,-22,44,"6"
2013,62226,1402,65,65,37,23,0,14,"6"
2014,62226,1420,101,124,74,28,-23,46,"6"
2015,62226,1437,85,116,74,33,-31,41,"6"
2016,62226,1448,99,101,28,8,-2,20,"6"
2017,62226,1472,54,84,23,17,-30,6,"6"
2018,62226,1451,59,58,11,22,1,-11,"6"
2019,62226,1445,84,79,12,12,5,0,"6"
2020,62226,1453,86,72,8,12,14,-4,"6"
2021,62226,1466,91,101,14,11,-10,3,"6"
2022,62226,1459,128,121,21,5,7,16,"6"
2023,62226,1487,85,132,33,11,-47,22,"6"
2002,62232,1436,59,27,2,2,32,0,"6"
2003,62232,1478,42,36,0,1,6,-1,"6"
2004,62232,1480,46,34,3,1,12,2,"6"
2005,62232,1489,47,45,2,1,2,1,"6"
2006,62232,1489,55,40,4,2,15,2,"6"
2007,62232,1513,66,52,10,1,14,9,"6"
2008,62232,1544,42,77,0,4,-35,-4,"6"
2009,62232,1510,46,44,4,3,2,1,"6"
2010,62232,1515,55,53,1,3,2,-2,"6"
2011,62232,1519,50,66,6,1,-16,5,"6"
2012,62232,1501,47,50,9,3,-3,6,"6"
2013,62232,1503,68,49,10,6,19,4,"6"
2014,62232,1525,64,56,7,3,8,4,"6"
2015,62232,1537,73,50,6,10,23,-4,"6"
2016,62232,1562,80,86,3,1,-6,2,"6"
2017,62232,1559,58,61,1,2,-3,-1,"6"
2018,62232,1560,77,77,0,2,0,-2,"6"
2019,62232,1562,63,67,2,3,-4,-1,"6"
2020,62232,1555,67,53,0,2,14,-2,"6"
2021,62232,1569,77,61,1,2,16,-1,"6"
2022,62232,1595,61,66,6,1,-5,5,"6"
2023,62232,1596,71,72,1,0,-1,1,"6"
2002,62233,3068,97,127,19,5,-30,14,"6"
2003,62233,3056,111,104,67,7,7,60,"6"
2004,62233,3134,92,141,28,13,-49,15,"6"
2005,62233,3102,96,89,8,25,7,-17,"6"
2006,62233,3121,94,128,13,2,-34,11,"6"
2007,62233,3098,98,97,6,5,1,1,"6"
2008,62233,3114,88,100,20,15,-12,5,"6"
2009,62233,3104,74,101,15,11,-27,4,"6"
2010,62233,3085,115,91,7,10,24,-3,"6"
2011,62233,3105,80,99,19,19,-19,0,"6"
2012,62233,3082,113,113,14,10,0,4,"6"
2013,62233,3102,124,122,22,11,2,11,"6"
2014,62233,3126,138,100,24,8,38,16,"6"
2015,62233,3196,104,123,32,13,-19,19,"6"
2016,62233,3200,149,175,10,13,-26,-3,"6"
2017,62233,3180,127,169,19,17,-42,2,"6"
2018,62233,3150,118,116,21,11,2,10,"6"
2019,62233,3164,121,155,10,6,-34,4,"6"
2020,62233,3138,110,128,11,2,-18,9,"6"
2021,62233,3131,135,119,11,10,16,1,"6"
2022,62233,3135,139,144,36,19,-5,17,"6"
2023,62233,3128,116,143,7,7,-27,0,"6"
2002,62235,2216,51,50,3,7,1,-4,"6"
2003,62235,2213,47,60,37,0,-13,37,"6"
2004,62235,2240,58,106,55,18,-48,37,"6"
2005,62235,2235,40,56,31,7,-16,24,"6"
2006,62235,2250,78,119,9,2,-41,7,"6"
2007,62235,2216,77,102,20,4,-25,16,"6"
